Year,Country,GDP per capita (current US$),"Life expectancy at birth, total (years)","Population, total",Country Code,Region,Income Group,Lending Type
2014,Bahrain,25464.760097715,79.328,1311134.0,BHR,Middle East & North Africa,High income,Not classified
2015,Bahrain,22795.4488576612,79.405,1362142.0,BHR,Middle East & North Africa,High income,Not classified
2016,Bahrain,22867.1811196134,79.557,1409661.0,BHR,Middle East & North Africa,High income,Not classified
2017,Bahrain,24349.9098701325,79.689,1456834.0,BHR,Middle East & North Africa,High income,Not classified
2018,Bahrain,25415.8466249472,79.857,1487340.0,BHR,Middle East & North Africa,High income,Not classified
2019,Bahrain,25869.1129129041,80.019,1494188.0,BHR,Middle East & North Africa,High income,Not classified
2020,Bahrain,23433.1872362574,79.174,1477469.0,BHR,Middle East & North Africa,High income,Not classified
2021,Bahrain,26850.0033915702,78.76,1463265.0,BHR,Middle East & North Africa,High income,Not classified
2022,Bahrain,30146.925026365,,1472233.0,BHR,Middle East & North Africa,High income,Not classified
2004,Bangladesh,469.116458369252,67.187,138789725.0,BGD,South Asia,Lower middle income,IDA
2005,Bangladesh,492.808648889577,67.299,140912590.0,BGD,South Asia,Lower middle income,IDA
2006,Bangladesh,503.538332188534,67.241,142628831.0,BGD,South Asia,Lower middle income,IDA
2007,Bangladesh,552.338934530705,66.714,144135934.0,BGD,South Asia,Lower middle income,IDA
2008,Bangladesh,630.108979202923,67.051,145421318.0,BGD,South Asia,Lower middle income,IDA
2009,Bangladesh,698.52094498398,67.403,146706810.0,BGD,South Asia,Lower middle income,IDA
2010,Bangladesh,776.859576940281,68.638,148391139.0,BGD,South Asia,Lower middle income,IDA
2011,Bangladesh,856.381886818701,68.809,150211005.0,BGD,South Asia,Lower middle income,IDA
2012,Bangladesh,876.818010441423,69.554,152090649.0,BGD,South Asia,Lower middle income,IDA
2013,Bangladesh,973.773904318684,69.565,154030139.0,BGD,South Asia,Lower middle income,IDA
2014,Bangladesh,1108.51495720707,69.986,155961299.0,BGD,South Asia,Lower middle income,IDA
2015,Bangladesh,1236.00439239816,70.491,157830000.0,BGD,South Asia,Lower middle income,IDA
2016,Bangladesh,1659.96249605674,71.09,159784568.0,BGD,South Asia,Lower middle income,IDA
2017,Bangladesh,1815.61026180185,71.788,161793964.0,BGD,South Asia,Lower middle income,IDA
2018,Bangladesh,1963.41249219641,72.567,163683958.0,BGD,South Asia,Lower middle income,IDA
2019,Bangladesh,2122.07839667492,72.806,165516222.0,BGD,South Asia,Lower middle income,IDA
2020,Bangladesh,2233.30590129762,71.968,167420951.0,BGD,South Asia,Lower middle income,IDA
2021,Bangladesh,2457.92403936141,72.381,169356251.0,BGD,South Asia,Lower middle income,IDA
2022,Bangladesh,2688.30550090738,,171186372.0,BGD,South Asia,Lower middle income,IDA
2004,Barbados,12828.4389489954,74.727,268505.0,BRB,Latin America & Caribbean ,High income,Not classified
2005,Barbados,14173.7513776686,74.89,269477.0,BRB,Latin America & Caribbean ,High income,Not classified
2006,Barbados,15595.6364981048,75.068,270425.0,BRB,Latin America & Caribbean ,High income,Not classified
2007,Barbados,17219.0212345825,75.342,271444.0,BRB,Latin America & Caribbean ,High income,Not classified
2008,Barbados,17551.85504429,75.447,272635.0,BRB,Latin America & Caribbean ,High income,Not classified
2009,Barbados,16309.8860079404,75.678,273791.0,BRB,Latin America & Caribbean ,High income,Not classified
2010,Barbados,16494.2430408684,75.712,274711.0,BRB,Latin America & Caribbean ,High income,Not classified
2011,Barbados,16902.4923226589,75.917,275486.0,BRB,Latin America & Caribbean ,High income,Not classified
2012,Barbados,16704.9243836827,76.099,276197.0,BRB,Latin America & Caribbean ,High income,Not classified
2013,Barbados,16923.5909197623,76.275,276865.0,BRB,Latin America & Caribbean ,High income,Not classified
2014,Barbados,16964.7522640211,76.476,277493.0,BRB,Latin America & Caribbean ,High income,Not classified
2015,Barbados,17023.6943646321,76.65,278083.0,BRB,Latin America & Caribbean ,High income,Not classified
2016,Barbados,17381.3650865426,76.815,278649.0,BRB,Latin America & Caribbean ,High income,Not classified
2017,Barbados,17881.5632533033,76.936,279187.0,BRB,Latin America & Caribbean ,High income,Not classified
2018,Barbados,18271.2522525099,77.067,279688.0,BRB,Latin America & Caribbean ,High income,Not classified
2019,Barbados,19063.1022913841,77.257,280180.0,BRB,Latin America & Caribbean ,High income,Not classified
2020,Barbados,16882.5015230162,77.393,280693.0,BRB,Latin America & Caribbean ,High income,Not classified
2021,Barbados,17507.4679943101,77.571,281200.0,BRB,Latin America & Caribbean ,High income,Not classified
2022,Barbados,20238.7842420154,,281635.0,BRB,Latin America & Caribbean ,High income,Not classified
2004,Belarus,2378.33700470129,68.9560975609756,9730146.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2005,Belarus,3126.07176665248,68.8512195121951,9663915.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2006,Belarus,3848.22350300163,69.4048780487805,9604924.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2007,Belarus,4735.48107556066,70.2073170731707,9560953.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2008,Belarus,6376.17569162063,70.4560975609756,9527985.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2009,Belarus,5352.48809190697,70.4073170731707,9504583.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2010,Belarus,6034.67885177216,70.4048780487805,9483836.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2011,Belarus,6527.6593428786,70.5536585365854,9461643.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2012,Belarus,6953.21591683101,71.9658536585366,9446836.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2013,Belarus,7998.0802045456,72.4707317073171,9443211.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2014,Belarus,8341.29014337961,72.9707317073171,9448515.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2015,Belarus,5967.06856034227,73.6243902439025,9461076.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2016,Belarus,5039.77560949445,73.8268292682927,9469379.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2017,Belarus,5785.53397723676,74.1292682926829,9458989.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2018,Belarus,6360.05310087258,74.1756097560976,9438785.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2019,Belarus,6837.76832136779,74.2268292682927,9419758.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2020,Belarus,6542.8645398436,72.4572195121951,9379952.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2021,Belarus,7489.71894713888,72.3706829268293,9302585.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2022,Belarus,7888.26371063212,,9228071.0,BLR,Europe & Central Asia,Upper middle income,IBRD
2004,Belgium,35429.4077933344,78.8780487804878,10421137.0,BEL,Europe & Central Asia,High income,Not classified
2005,Belgium,36809.7013403619,78.9804878048781,10478617.0,BEL,Europe & Central Asia,High income,Not classified
2006,Belgium,38705.1067959147,79.380487804878,10547958.0,BEL,Europe & Central Asia,High income,Not classified
2007,Belgium,44319.165448813,79.7829268292683,10625700.0,BEL,Europe & Central Asia,High income,Not classified
2008,Belgium,48303.397956286,79.6804878048781,10709973.0,BEL,Europe & Central Asia,High income,Not classified
2009,Belgium,44760.2912443709,80.0341463414634,10796493.0,BEL,Europe & Central Asia,High income,Not classified
2010,Belgium,44184.946353964,80.1829268292683,10895586.0,BEL,Europe & Central Asia,High income,Not classified
2011,Belgium,47410.5669277464,80.5853658536585,11038264.0,BEL,Europe & Central Asia,High income,Not classified
2012,Belgium,44670.5606845101,80.3853658536585,11106932.0,BEL,Europe & Central Asia,High income,Not classified
2013,Belgium,46757.9518559598,80.5878048780488,11159407.0,BEL,Europe & Central Asia,High income,Not classified
2014,Belgium,47764.0715120833,81.2878048780488,11209057.0,BEL,Europe & Central Asia,High income,Not classified
2015,Belgium,41008.296719472,80.9926829268293,11274196.0,BEL,Europe & Central Asia,High income,Not classified
2016,Belgium,42012.6227191016,81.4390243902439,11331422.0,BEL,Europe & Central Asia,High income,Not classified
2017,Belgium,44198.4823908691,81.4926829268293,11375158.0,BEL,Europe & Central Asia,High income,Not classified
2018,Belgium,47544.9811472757,81.5951219512195,11427054.0,BEL,Europe & Central Asia,High income,Not classified
2019,Belgium,46641.7214017087,81.9951219512195,11488980.0,BEL,Europe & Central Asia,High income,Not classified
2020,Belgium,45609.0034936111,80.6951219512195,11538604.0,BEL,Europe & Central Asia,High income,Not classified
2021,Belgium,51850.3971840229,81.890243902439,11586195.0,BEL,Europe & Central Asia,High income,Not classified
2022,Belgium,49926.8254295305,,11685814.0,BEL,Europe & Central Asia,High income,Not classified
2004,Belize,5123.59621428164,69.227,272128.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2005,Belize,5236.36542558777,69.376,280375.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2006,Belize,5486.83143439175,70.093,288729.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2007,Belize,5717.9296198322,70.655,297173.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2008,Belize,5665.96623188559,71.151,305671.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2009,Belize,5352.09598732755,71.819,314171.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2010,Belize,5399.06209583265,72.272,322106.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2011,Belize,5519.3390084833,72.651,329538.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2012,Belize,5635.52152550234,73.245,337059.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2013,Belize,5865.47090174488,73.666,344688.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2014,Belize,6031.54840210944,73.311,352335.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2015,Belize,6098.60007958976,73.187,359871.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2016,Belize,6099.95710191497,73.399,367313.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2017,Belize,6049.3919477765,73.562,374693.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2018,Belize,6001.02426184093,73.703,382066.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2019,Belize,6134.21523305713,73.931,389095.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2020,Belize,5185.1580697602,72.854,394921.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2021,Belize,6060.96822340845,70.47,400031.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2022,Belize,6984.21695968163,,405272.0,BLZ,Latin America & Caribbean ,Upper middle income,IBRD
2004,Benin,784.119075060929,56.826,7894554.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2005,Benin,805.904685277445,57.125,8149419.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2006,Benin,837.132002451152,57.456,8402631.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2007,Benin,944.6431721273,57.675,8647761.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2008,Benin,1098.94667867138,57.869,8906469.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2009,Benin,1061.71835954714,57.956,9172514.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2010,Benin,1009.48949478478,58.363,9445710.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2011,Benin,1099.4143107361,58.462,9726380.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2012,Benin,1112.56953619685,58.716,10014078.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2013,Benin,1214.29556540248,58.965,10308730.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2014,Benin,1251.50476511083,59.125,10614844.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2015,Benin,1041.65252315983,59.377,10932783.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2016,Benin,1049.82030349923,59.539,11260085.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2017,Benin,1095.27445905119,59.856,11596779.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2018,Benin,1194.43821427144,60.14,11940683.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2019,Benin,1170.8859954114,60.454,12290444.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2020,Benin,1240.73315536982,60.088,12643123.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2021,Benin,1360.91147421492,59.821,12996895.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2022,Benin,1302.85103626824,,13352864.0,BEN,Sub-Saharan Africa ,Lower middle income,IDA
2004,Bermuda,70359.3191088798,81.12,63740.0,BMU,North America,High income,Not classified
2005,Bermuda,75882.0338560339,77.927,64154.0,BMU,North America,High income,Not classified
2006,Bermuda,95221.8588720301,77.585,64523.0,BMU,North America,High income,Not classified
2007,Bermuda,104287.387498459,79.361,64888.0,BMU,North America,High income,Not classified
2008,Bermuda,106935.486341979,78.623,65273.0,BMU,North America,High income,Not classified
2009,Bermuda,101407.764031934,79.996,65636.0,BMU,North America,High income,Not classified
2010,Bermuda,101875.28407346,80.499,65124.0,BMU,North America,High income,Not classified
2011,Bermuda,97774.1620717428,81.403,64564.0,BMU,North America,High income,Not classified
2012,Bermuda,98431.8651810241,81.272,64798.0,BMU,North America,High income,Not classified
2013,Bermuda,99471.6388978631,79.992,65001.0,BMU,North America,High income,Not classified
2014,Bermuda,98467.683993982,79.518,65138.0,BMU,North America,High income,Not classified
2015,Bermuda,102005.62564189,80.918,65237.0,BMU,North America,High income,Not classified
2016,Bermuda,106885.878489327,80.608,64554.0,BMU,North America,High income,Not classified
2017,Bermuda,111820.581466347,82.351,63873.0,BMU,North America,High income,Not classified
2018,Bermuda,113050.73688163,80.825,63918.0,BMU,North America,High income,Not classified
2019,Bermuda,116153.166121638,81.033,63911.0,BMU,North America,High income,Not classified
2020,Bermuda,107791.886435134,81.136,63893.0,BMU,North America,High income,Not classified
2021,Bermuda,111774.669092278,79.28,63764.0,BMU,North America,High income,Not classified
2022,Bermuda,118774.790656677,,63532.0,BMU,North America,High income,Not classified
2004,Bhutan,1050.13310723996,65.268,649991.0,BTN,South Asia,Lower middle income,IDA
2005,Bhutan,1201.43364840454,65.805,663323.0,BTN,South Asia,Lower middle income,IDA
2006,Bhutan,1299.63125850551,66.362,673260.0,BTN,South Asia,Lower middle income,IDA
2007,Bhutan,1714.03108535542,66.954,681614.0,BTN,South Asia,Lower middle income,IDA
2008,Bhutan,1780.1122318354,67.499,689737.0,BTN,South Asia,Lower middle income,IDA
2009,Bhutan,1768.745944555,67.897,697678.0,BTN,South Asia,Lower middle income,IDA
2010,Bhutan,2194.12587604893,68.43,705516.0,BTN,South Asia,Lower middle income,IDA
2011,Bhutan,2491.27343861368,68.881,713331.0,BTN,South Asia,Lower middle income,IDA
2012,Bhutan,2470.07215130703,69.326,721145.0,BTN,South Asia,Lower middle income,IDA
2013,Bhutan,2409.44000583608,69.707,728889.0,BTN,South Asia,Lower middle income,IDA
2014,Bhutan,2589.89916029556,70.049,736357.0,BTN,South Asia,Lower middle income,IDA
2015,Bhutan,2695.63692363803,70.343,743274.0,BTN,South Asia,Lower middle income,IDA
2016,Bhutan,2879.54656392589,70.602,749761.0,BTN,South Asia,Lower middle income,IDA
2017,Bhutan,3427.17384450869,70.847,756121.0,BTN,South Asia,Lower middle income,IDA
2018,Bhutan,3389.77730342702,71.129,762096.0,BTN,South Asia,Lower middle income,IDA
2019,Bhutan,3564.59877168289,71.391,767459.0,BTN,South Asia,Lower middle income,IDA
2020,Bhutan,3181.33974721703,71.609,772506.0,BTN,South Asia,Lower middle income,IDA
2021,Bhutan,3560.19770457687,71.815,777486.0,BTN,South Asia,Lower middle income,IDA
2022,Bhutan,,,782455.0,BTN,South Asia,Lower middle income,IDA
2004,Bolivia,951.951622939377,64.004,9216279.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2005,Bolivia,1018.31372502967,64.386,9377388.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2006,Bolivia,1200.06804203621,64.779,9542663.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2007,Bolivia,1351.03518185564,65.027,9711152.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2008,Bolivia,1687.57849715048,65.446,9880593.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2009,Bolivia,1725.14628617645,65.88,10051317.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2010,Bolivia,1922.05857050664,66.162,10223270.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2011,Bolivia,2304.98246161085,66.534,10396246.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2012,Bolivia,2562.46678423329,66.705,10569697.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2013,Bolivia,2853.79716191598,67.021,10743349.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2014,Bolivia,3022.46288443562,67.163,10916987.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2015,Bolivia,2975.64881143063,67.318,11090085.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2016,Bolivia,3013.50270721666,67.628,11263015.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2017,Bolivia,3280.0082139387,67.701,11435533.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
2018,Bolivia,3471.0069506501,67.748,11606905.0,BOL,Latin America & Caribbean ,Lower middle income,IBRD
